time,win_prob
0.0,0.5013888888888889
0.0,0.5072725
24.0,0.4987961111111111
25.0,0.4948072222222223
43.0,0.4788516666666666
58.0,0.49430861111111113
75.0,0.5086686111111111
86.0,0.4984969444444444
87.0,0.5088680555555556
88.0,0.5234274999999999
88.0,0.533798611111111
88.0,0.5365908333333334
99.0,0.5528455555555555
106.0,0.5415769444444445
107.0,0.5365908333333334
113.0,0.5477597222222222
114.0,0.5526461111111111
120.0,0.5666072222222223
141.0,0.5787733333333333
141.0,0.5840586111111111
158.0,0.6004130555555556
173.0,0.6124794444444445
175.0,0.6174655555555555
185.0,0.6550608333333333
206.0,0.6635372222222221
207.0,0.6669277777777778
216.0,0.6915591666666666
237.00000000000045,0.6960466666666667
239.0,0.6980411111111111
245.0,0.6914594444444444
264.0,0.6967447222222222
265.0,0.6991380555555556
280.00000000000045,0.6941519444444444
281.0,0.6916588888888888
285.0,0.6724125
306.99999999999955,0.6617422222222222
324.0,0.6714152777777778
325.00000000000045,0.6627394444444445
329.00000000000045,0.6755038888888889
338.0,0.6674263888888888
339.0,0.6764013888888889
339.0,0.6936533333333332
349.99999999999955,0.7016311111111111
351.99999999999955,0.7050216666666667
354.0,0.7240686111111112
368.00000000000045,0.7070161111111111
394.99999999999955,0.7284563888888889
407.0,0.7192819444444445
407.0,0.7296530555555555
407.0,0.7265616666666668
418.0,0.7456086111111111
433.0,0.7549825
434.0,0.7582733333333334
441.0,0.7520905555555555
441.99999999999955,0.7489991666666667
446.0,0.733941111111111
469.0,0.7285561111111111
469.0,0.7242680555555556
480.0,0.7360352777777777
481.0,0.7407222222222223
486.0,0.7556805555555556
499.0,0.7441127777777776
516.0,0.7363344444444444
517.0,0.7316475
522.0,0.7483011111111111
527.0,0.7490988888888889
539.0,0.7641569444444444
554.0000000000005,0.7755252777777778
555.0,0.7798133333333334
568.0,0.7817080555555556
576.9999999999995,0.77383
578.0,0.7830044444444444
578.0,0.7969655555555556
592.0,0.8057411111111111
593.0000000000005,0.8088325000000001
603.0,0.8365552777777777
621.0,0.8390483333333334
627.0,0.8422394444444445
628.0,0.8432366666666666
644.0000000000005,0.8696630555555555
664.9999999999995,0.8695633333333334
664.9999999999995,0.8683666666666667
670.0,0.8727544444444444
684.0,0.8693638888888889
698.0,0.8741505555555557
699.0,0.8760452777777779
720.0,0.8395469444444444
720.0,0.8407436111111112
720.0,0.8407436111111112
734.0000000000005,0.8851200000000001
742.0,0.8854191666666666
742.0,0.8770425
742.0,0.8789372222222224
759.0,0.8787377777777777
759.0,0.8600897222222221
759.0,0.8505163888888889
759.0,0.847425
759.0,0.8535080555555555
772.0,0.8427380555555557
773.0000000000005,0.8371536111111111
781.0,0.8514138888888889
782.0,0.8571977777777778
790.0,0.8455302777777778
792.0,0.858693611111111
799.9999999999995,0.847026111111111
801.0,0.85999
806.0,0.8606880555555555
808.0,0.8426383333333333
812.0,0.8560011111111111
813.0,0.8616852777777777
820.0000000000005,0.8499180555555556
821.0,0.8627822222222222
821.0,0.8713583333333333
839.0,0.8865161111111112
840.0000000000002,0.8920008333333335
853.0,0.8818291666666666
853.0,0.8765438888888888
864.0000000000002,0.890106111111111
865.0000000000002,0.8953913888888888
875.0,0.9023719444444445
892.9999999999998,0.901773611111111
892.9999999999998,0.9110477777777779
892.9999999999998,0.9094522222222222
905.0000000000002,0.9176294444444445
925.0,0.929995
926.0,0.9344825
936.9999999999998,0.9504380555555556
952.0000000000002,0.9604102777777778
953.0000000000002,0.9641
968.0,0.9572191666666665
969.0,0.9537288888888888
979.9999999999998,0.9399672222222222
998.0000000000002,0.9282000000000001
1002.0000000000002,0.9419616666666667
1004.0000000000002,0.9328869444444444
1006.0000000000002,0.9423605555555555
1016.0,0.9298952777777777
1031.0,0.9403661111111112
1031.9999999999998,0.9444547222222224
1046.0000000000002,0.9363772222222222
1047.0000000000002,0.9323883333333334
1059.0,0.9332858333333334
1072.0,0.9429588888888888
1073.0000000000002,0.9341833333333335
1076.0,0.9431583333333333
1076.9999999999998,0.9470474999999999
1086.9999999999998,0.9565211111111112
1112.0,0.9484436111111112
1112.0,0.9406652777777778
1112.0,0.9468480555555555
1113.0,0.9484436111111112
1136.0000000000002,0.9375738888888889
1154.0,0.9464491666666667
1155.0,0.9500391666666667
1163.0000000000002,0.9527316666666668
1163.0000000000002,0.9559227777777778
1163.0000000000002,0.9597122222222222
1171.0000000000002,0.9667924999999999
1172.0,0.9697841666666667
1180.0,0.9633022222222222
1182.0,0.9699836111111111
1185.0,0.9708811111111111
1194.0,0.9763658333333333
1195.0,0.9786594444444445
1201.0,0.9866372222222223
1216.0000000000002,0.9830472222222222
1216.0000000000002,0.9795569444444445
1216.0000000000002,0.978958611111111
1232.0,0.987036111111111
1258.0,0.9914238888888889
1266.0,0.9886316666666667
1266.9999999999998,0.9874350000000001
1288.0000000000002,0.9840444444444444
1310.0000000000002,0.9849419444444444
1310.0000000000002,0.9861386111111111
1310.0000000000002,0.9881330555555555
1321.0,0.9846427777777779
1337.0,0.9814516666666667
1338.0,0.9800555555555556
1346.9999999999998,0.9748699999999999
1371.0,0.977163611111111
1382.0,0.9761663888888888
1393.9999999999998,0.9781608333333334
1401.9999999999998,0.9817508333333334
1403.0,0.9832466666666666
1414.0,0.9847425
1414.0,0.9852411111111111
1414.0,0.9863380555555554
1434.9999999999998,0.987036111111111
1440.0,0.98564
1440.0,0.9858394444444444
1440.0,0.9873352777777777
1440.0,0.9873352777777777
1459.0,0.9760666666666667
1484.0,0.974371388888889
1485.0,0.973075
